UserId,ReviewCount,AvgScore,VsOverallAvg
fd5b10b870abb405aa7b200f2f861f9cb8ac085bb70de000f6bcfbc14b9df395,89,4.47,0.29
b1a638c136ceaf8bbb5c52720add70c69adfd16c73803304f3ddf0de091597d5,88,4.8,0.62
50d4c7a6d9e50fba122695bea0fe34752db76d2ba962770d3cc2b9b93f11aabd,87,4.6,0.42
1c399642d2ee7a90a1413cc31ed575e1fd8dc2e7eb167fbd94f0e27a968ac0d7,87,4.11,-0.07
63f05eddf44b460d779c6f7a8be3385548367f61e7f2c95073e1dfee1b8305a4,86,4.13,-0.05
e4b39cbccfc718b9eb85d11c794b3b296a118a444e762c15ff94440822b41c9f,85,2.98,-1.2
4b43d85e5b6f148f08d561d830909324623c7b6f86720d927da8dbc671bc7b4b,85,3.88,-0.3
802828867d499d85a057f1da53f2a149ff2090e1250990efe5a6b248eeb73ce6,84,5,0.82
e928995721b72a1db3359667d4ea4120a49a9eca088b392b184f295374f231cd,84,3.79,-0.39
1f2678b4a3163b50cdd3980b37295a133995263b681a004052486c656d7fc030,83,3.96,-0.22
f41e5d4692070bbb143110c4a9a81a79a4a1ce24b41c154be0eba65fb0e5f05d,83,4.34,0.16
cd42b5c81df8d31a7d134072a2a868d8cadd8bdb2c665bfed708e3f5ea36ce1e,82,4.49,0.31
c083ec8254237b8a7fdeadfec00cf51cb654ba6cd01c558da4485b7095e5dcbf,82,4.57,0.39
78241db234ba28f6ab4dd8e2a0826203ac2dc5f54a7fbc0d341f6621d45e3665,82,4.63,0.45
295d764300b093384fa5318b83a3bfc9ae3753c990f1dfa883960bb5d4b9e6c9,80,4.88,0.7
c9e29f05633f7e4a49534ee3619f5486e7ba23bcc8fd727313b2a69b415d2e25,80,4.41,0.23
a489a3a8caa91b30c9f17a86676a8e86458993493db47502dc4f90e7918de026,79,4.11,-0.07
c0c4583ac6f77797ac3d64c07ee9765524d411a0072aaf259c4e303310cde936,79,3.94,-0.24
92edd4d2f77c199257e2ad29bd67105db49ff39e3474777b3db4f3b9b53712b9,78,3.69,-0.49
0800a5a0f80b807708e19b8854b8f9edae315d63097f8c37c45e0cecdc0556ab,78,4.69,0.51
35226fe3800a8436b1a7e82301889113ed34056cf7f6efc1ad5ccbd31a096c7e,78,4.28,0.1
1029222f170eb7ad7f3f005ca4cadfa992580b10e7fa6259dae173cab5856bfd,77,4.51,0.33
4dec082bcb9aea8792e13a15cb4dfde5b37e567a1010af318892b69fa89e7c98,77,4.61,0.43
db05c30c6aa384de69a4e91de2cf4e347652ea4a72330b416507dbb32ae50129,77,4.18,0
522cc868082329c3b38b5c5ed9a3d5c9760a38e42fbb3927516d4daf616b6c48,76,4.41,0.23
8607f9da21b3a9b2b6c77db2d5b291da783f0bbc452d9ed09a33d962f61200e4,76,4.05,-0.13
cd1bfc0530fc437be550d19947dbc9438ed3a326545d05978e911acb435c85d1,75,4.45,0.27
52a4e369d2accb36733d9b97ca75b1cae5c0078f1d9c2e6fa98dce859f009fce,75,4.85,0.67
30d914d0e98986448a9f5e00df69ed004870100c168e5c5d122c8de307b3fab3,75,3.75,-0.43
ca313ef9591dd19ef5ed6b01cf56e9edd8e532e8514827bbaf7c9297cdb231ad,75,4.16,-0.02
8ee524f5864ca4a98a85b11f5cb2a053dd5f0542e14c6c58716036290e1bad48,75,4.36,0.18
5fde0e2fd89da9c00bbea97aaf710581de7457b331e5067220849dafa4b0dfc3,75,4.84,0.66
dfc6a7a85e319c02c52be0a7326ebfc09bc4d588f5cb674e9687c13a95f1c1cb,74,4.39,0.21
8f1e7629690713e1cdd0ecf2e9002bf7d63ded4798c24c2216bec1a60c35c52a,74,4.23,0.05
fba9914d31c4fc2da2124597762b4b76b04df588113c0e78262a80f7504cedea,73,1.44,-2.74
923ad48ea258fa1c516ad80d6f6c225a3bbd7662070dfa49920198030f4c476b,73,3.64,-0.54
1ba39d9957921812c269a30c5be227323d00edb528714d95b55897307e1ab6dd,73,4.45,0.27
d6f519d3b4b6ab2c78e9882827fbad816bdc798ade92c330332667679d02c461,72,4.07,-0.11
49449575df838c8c4a8d3420f238641c1de7c10848c501009fb032e4b50781c6,72,4.35,0.17
6f5e2c4ab4c23a02fdd3706fa6d742a0a90e957b066461661c4142f54c3ec1c0,72,4.75,0.57
9d500d5e1bb9c2f34c267fc5ef906f48623498c60b8c10b34a7d8e4b1ac308d0,72,4.07,-0.11
a756f8930a66142449ae18847cd61710aac06636d6cf3b423331b9524adc4e5a,71,3.75,-0.43
a83ee18b06c34decd46c9880815b661cf50bdcbeda5f774e8c132c573eb68671,71,4.65,0.47
5f4fc283b798e878c39eb54d543adaa1ac1d282b293d6058ad2b04629421e79f,71,4.2,0.02
6d0158fdb9c913e6d70fc1da98dfeb2ee2c2034de46d4a50c7aa1ce7d9df47df,71,3.87,-0.31
2f9ccca7d6dbcb0be6e6c9f2cd72bbfba80876361357f732870104b0bae33a39,70,3.91,-0.27
496da0d04f7cb752e893c9066a3cbb3ebb1a1b54e601bd4f17545f0713f66faa,70,3.26,-0.92
507d8fb2a9eeb33881b5d18d291c7dcaf5f61ee527e01e6ae3de287f96f96094,70,5,0.82
4cb2753b8083373f279e66f2b26a11a958f3356af6ff539207b297c810119938,69,3.8,-0.38
feeec629b4a05bca71ea9aea395809e5d86aea839baf22f694f11b8fd3620526,69,3.87,-0.31
7b40227b27c0366e79807827da84676af48a5c33aa7dc35137d655951dd934f6,69,4.07,-0.11
57c09b390fe1fecd222aca0522902feda8a4fa70aafe9cb3048cf5e313160ac8,69,3.97,-0.21
175c9040a2b4c977039d7c01fc0f42daa21d185d8a85f428c0469df06f7e9ed3,68,4.28,0.1
ad9036750373915c9596a2bf1e2be78675e2c58be355ebf08cda8836da168ac0,68,4.93,0.75
43169c23fc93cd0eb69c8ad843881fb0afdaa1c589074fe6da647596f19367ae,68,4.43,0.25
5df28821603b91d0cb175e1b6237c068d766ac17e19cb03538045a06f167f44c,68,4.49,0.31
786afdf6d3fb78d6c1504a4355136637948ae1d7f15bdc73f7cd478433a7423e,68,4.21,0.03
6c9e76f71eec3f5b76d7c3c36aa73a39eb98a808faec912917da5f457c82da5b,68,4.37,0.19
0a7fca3bbe0cf23a7768850c402742d122f11d69de8e6973ff676fe9f8913929,67,3.97,-0.21
f23922f81700fb78eb48afb28322d55aa9f29f9c97c30f3be2702d8545e3d8ef,67,4.96,0.78
38bd0f5c661e62950aa9b93b34024241fa020cc0f1dbff760cf89490514e9ed9,66,4.79,0.61
2ffb51165fdf2f3cc76adf280309c2e0b58ee2f6aeb55e854b7267ff1ee98b54,66,3.5,-0.68
99613adb6d7ba5329abc808681019a5cfbe3365e77fe8a850c3101fb2cadb499,66,3.71,-0.47
09f9b90fff7bd7557704981c7d8df95a4836b5e3a2178f069e090c79cbeb80f8,66,4.65,0.47
bd82f03ab1ea9e46988506e08d7a582dfc0a19ba2aa8010cb2a355e30a0a38b1,65,4.54,0.36
a2e17c390c3cf95444587e7be9b56ac65cebf53fe9c06e25554857bf8a083441,65,3.2,-0.98
406607a4fa79ce94009c2720e9696c4a7b3cf93756557eda030ebb3d030e454b,65,3.02,-1.16
0e0f37fe816a70e9bd564800c4d14eba0171551a37f8066bba36b25cc41807df,65,3.8,-0.38
bed41d64014235bc8289076ccdefa16bdf74e446082eb1d25fa393778580900f,65,4.25,0.07
35b0a8208aa45f71eb2e6fe538498ceb0b7724e7771140d1ac113c109f10d4e8,64,4.13,-0.05
82938b04066453ccf378707dd0ea2bc3960f70cd6759701732249699f2fda00f,64,3.77,-0.41
13c29ddbc86679b09dd1c827478d98a71c230c01b23251b80194e295909f2d8c,64,3.39,-0.79
7e0756df8f5f03d71b75990d034ef5543688b9a3f5a19808fb1d76351ce045d9,63,4.68,0.5
99c28a13b14e150b4bac429723dda6e4966301ad1740691d38c5a4e489065cd7,63,4.51,0.33
fd87414e90c86c2213b3a9e252c6ed429574bea21142b442e4c955fcdd30f3fe,63,4.17,-0.01
53c8bd7b7265d963a3c7a271effd9535da617680819aaba5f859456014ac8922,63,4.51,0.33
a787f76f38bb2deb7b8e8d92158e78a38fe0ae7027d68d297039a7373b83ad7b,63,4.7,0.52
cdc5be9c04b5f98f545fbeeb85ba7365bd5c054c9100dff708e195e7c4588b04,63,4.71,0.53
3cf2b3125199e1c89f80b75cd454476cc798e63c3f107fcf1a2982155452103d,63,4.6,0.42
c6ecf8a09a88f69ee545a82f165f71fe98d6e0fc666634b5c388508c17979536,63,4.03,-0.15
aff2fdac4b4ea1310602f169f95a240cbd72345ae96095bb3cf6ca51b0fc2d35,63,4.75,0.57
04417f5536c9065d02564cc559639465e1088350d66ba9f0d9e628cb193aeeff,62,3.56,-0.62
43e81e9b459d38872920bd8964d67709128ee56b27c26e6f3bbb0d977f7132a9,62,4.66,0.48
71e330088eee48a93ef7967031e41197805574175edbb3b0d2eb7e5d1e395213,62,4.16,-0.02
84f75363b848f7579e8ba713c2cd80e94d8b0425d16fbf76529c1c522851ab48,62,4.89,0.71
726ab532193949bef02157484700e785d2154ade7d3325984e194f030e91c321,61,4.33,0.15
6625479a2a054dccd11a5c5c459cc07ed1d1ef672a0d7aeba7c3e12ee8d7f77b,61,3.05,-1.13
9fcf02373b2167f037f025cd13149db73a80c782c073ab5a81fbe9026486b572,61,4.36,0.18
efa4ffbbc9ca44fa222e8b37f32ba5f637a80f04097b5c447aaed7dabb63f825,61,3,-1.18
b29bfe46af7f440de5ce3b59957039b97e26dadb8169d2b27a8c24f47fc9103f,61,1.61,-2.57
45f1e241729d05fd7427628e5c5b126fb9216235fc70e10f279679cd5fdc75ad,60,4.38,0.2
abc0824a82be63c2b621217b47d35af1b03846e4832aee1741272f968d8ce3e6,60,3.53,-0.65
165fdab4c7b04b63a3d287ee11ae48e69a23c54110493b7951725f892464bd64,60,3.78,-0.4
5caa0d829f0d5299ab725d0ec6b067d64a2f2bb151f889fd5899af5437d51187,60,4.52,0.34
a7151673b7aefc60ca335adad2839cbf63a163fc2f8115ef4a30328ab6d589c3,60,4.72,0.54
ab869d17129a1536479c575a0d8c3086f434eb92c817f1926fec2cf3c514be38,60,2.82,-1.36
e1493fd5f0997a1aaac4f6f9da8d769276e48f5dfe30a7d6d9496b35eb96c366,59,4.98,0.8
a2443a049b4badc0edf3806f632c1e6db208fcd7acc552c5921bf86b04dc2468,59,3.37,-0.81
d43f7579c42bddcd61e7bc0e0ceaae1e8553d34e56f3c8910d4af41bab917993,59,4.51,0.33
5a2a681c695cf16c5af2efca04ec58e05240b7dc4c808ed60d779e66a265b062,59,4.61,0.43
33eb0e1e26b5191a0f010cb8d738e6f1f4b97574e0d94ac322cf6b4b3b0d93dd,59,4.08,-0.1
470d184bb2d72dd9879dd0161f5f105590e04e1808ce5ab01f9f2fe710e32e9f,59,4.08,-0.1
07a73b2ee7328444e849403fa23396fe31fe102ff82dcf9a83b7d1b458462f3f,59,4.14,-0.04
adcbd53f25bd99658d4fb7eb272992631e48087aa76b4cd7c7203722d76b5069,58,4.69,0.51
fcbaa8b1db6c9967ae328765b493ff894e29135c18bd4e9b3781df6f4304e5db,58,4.19,0.01
2f91e907dfc5bc4985b779d012a94020aa4638a61375e7bfcda41a83f448bdb8,58,4.86,0.68
85997549fd513c7cbb8b0c7402bff520093047b8244cbfea52fa14f7d82d9d8b,58,4.74,0.56
cff09b9582af24fcff907e9c93203d9eba1c0436d3ed9de0513fd5aea817a986,58,4.81,0.63
63d49a3f59371ed74ad52c8f94380803e66892ad5f8636ed0080f233f07f8c91,58,4.12,-0.06
2a05b2ab8b99e0f1eedd1353ca0b922204a08d31de43d294596f7c9a7e7e3818,58,4.47,0.29
79af368cf76db7b74db47deb1fcd35fda79e28c507f92307f3540871267a6489,57,4.28,0.1
541253631206defb9ddbf3408c826ee3e71753a4d557652ec5fc9cfc7d9a366f,57,3.79,-0.39
3698ddc262241292c3a4ffef9a608b97793f949f8986c8c6ea26806c0fdb9ab5,57,4.02,-0.16
1af8a92e014fe4c9c9a3d4e890df5bb812424c8204b875c089d1c8c92a5ff12a,57,4.39,0.21
3e256fd5e2d821c9d277bca97b498cbfd577c364165af8edb61f4fa175d1b0ba,57,4.33,0.15
eb62b3d3b7bb31ae6f2b0a5b0bb23226b8ddef4d5c453abf61c3863b4a522a62,57,4.58,0.4
e2c125adaff0ea6bedf7eebc56f611ae17d2a28ed76ec13f3a2ad162a714e84c,57,4.44,0.26
c4579c376e0925a4cef227b49c37f20211bb30442e28c1c54a76c8eecb38147e,57,4.3,0.12
5498432b52a4c3dd5a4b339c8b0f674c7e5e7ad119056b28fec761e5c8faaccc,57,4.05,-0.13
65de4e14998293d85ec14500e409677f0bd88a08a6c14577da4d1a4a0d5f8536,57,4.51,0.33
479bd3009b5e3d95260e39f11f27e3332d6d750766c1543c751ede9c1b2f4ce8,57,4.49,0.31
a54819518f85a482dce3e03a15afc5e658f918ba60deaae76e3d8bdc6a5ca265,57,4.23,0.05
605660de66143ba306b8d6aa2501f23ba0bae5bd86c81f48fc55adf8776f7011,57,3.68,-0.5
b999d1ee446b5b53ce652a48561bc9df54998a352df1b1856560134ba12d667b,56,4.61,0.43
3ee3e93874e99240b066a40cbf921965010909aca638dedbb9aebcfd391a30d6,56,4.13,-0.05
7c56e1a132ab484a8058cf6d717b7c57a6b2eca8108d4f51d5509ec9f01f3c0b,56,4.27,0.09
f802b6609e9ec23d8d058d4ece2bdf607d16e648f163ae2acfe8a1cde366a8f0,56,4.39,0.21
c9d0cb65ca4f756994dacecd0dbba934655aa6f67c6cb23b3b6b1f4ab5f9f419,56,4.64,0.46
784ae663ec2549286c357c5fbde864b9145ee723e1060080363b8aa7db8c0424,56,4.52,0.34
69129db9c49259178df8f29a0a2bba4ba5d2164962ead2887e285cf906b09284,55,4.27,0.09
79ec4ba57d518f23b3d676541ca992764a3c148c57c422a95a93fd3d430745fd,55,4.38,0.2
72ef125ddd7a480ffabc4ff82797b49003d608f9c29edc27504b792cf05dcd5c,55,3.89,-0.29
a84f080a32ceab0d13bef34dc2a75d40a791ca792d840fe892bd4c262b77b70f,55,4.71,0.53
0af590cacbb2aa994bfe1b82e64b685ce90cb87931ffed3505a3b595baf5951e,55,4.18,0
0627a2ab11646900b51d2b912aea29799b0fb8ec8ab4523b1ea4dd1e9391c821,55,4.73,0.55
33487e1880fbb0d93741a16a4a6d47b267de7119c32186a6b9cb58678ac3792c,55,4.4,0.22
97d56a72d0ce02c0448cc179307d026a71eb2caff0c52b825163461ace55d466,55,3.11,-1.07
6d64e0bc361bf3687b61716154f24e1f40f7ffd432e26874f57085c24c67b180,55,4.15,-0.03
294fe5e3dec452ee889be8b45fd89ddfeafd120fef1e370ac7ab45cac0329a6d,54,4.46,0.28
539658e80b6138da65fca304eaa474e7b430c76197446bb9bb9c8e939d942d0a,54,4.67,0.49
5106d29a8b4153d9dde1d47b70adca35ee29c2ec21bb0eb961974d72c84cc2fa,54,2.67,-1.51
b4ab54504caf66ce852b44b1cc1849f413665bfe02ac0e73a1314a9edb0efd2a,54,4.46,0.28
fdb171e766bd71f491c92603ec1a79a49d8eabfc6fa837cfb638bfc06b2b666e,54,4.46,0.28
3b891d3dd5bdab2934b4f95861329974759c202b923f1f4c1023478d2e5a347a,54,3.22,-0.96
cb88f6eec6735649ff9bae32a6ff89530ccd2d467e054b99219aab7a3ae9ee8a,54,3.48,-0.7
0c28bd5ef95c06743ef40ea833ed79ae55283fbecb277107a70e3ee4bfac4594,54,4.19,0.01
e50a5bb802b40d1bb68014efa0a5010a82e08e54d8530f771c87eff535b894d2,54,3.8,-0.38
615d5fb62dff320312aa489c8f1eee0651d0650bdfad3fd9e58012733c6d776e,53,4.11,-0.07
f0f94af2f2ce7f9306845f38d1ab65a54ac22757bb32b9a48b6abb8ae6cd8cfd,53,4.09,-0.09
fc78cdabb8c5b0df8fe2287f413c011c032799d456c385ee0051f5cced67b327,53,3.58,-0.6
db8d0078c16b6a84608a08fda4111f6afa94b72f5e77878fd4ce5b808d7b451d,53,4.09,-0.09
24a4fd049f0671c909824b379fd6dcc41a9393ecd0797c2bc825981789cbee82,53,3.66,-0.52
1f39b8e081726016625c78829516f51dd2522a35f7f9f41d3aed2d75746468cb,53,4.72,0.54
f8b2663d10018989ec40b83f2226ee3560ebf30e8f0ad80114b128a9363dc10e,53,3.11,-1.07
0cb9432989c8c4e5396291bd6d3b4bdae16ee9f4c504d8d974fba315402e81d1,53,3.09,-1.09
79ccf848fa78bc7ff479cac0168d368c626f4d70f37e8b8bd6c58376262e7678,53,3.13,-1.05
8c3cdb461f97e1e666a3ef44fdd70071743664b59d3dc9357a97f59d847899e4,53,3.57,-0.61
0bcbe1e134a7e4688bddd89ac8ebd7f0308dd78159e1057de6d51feb935158f3,53,4.47,0.29
a2ef806a206299c1c346c211cf00767a6394dd988176bccbcc6f70d61ee97d26,52,3.88,-0.3
0b72d13b31c205dc7354456e4e92a22d9a9a206afd8c35278b6a010c2c0a8971,52,4.35,0.17
ef10cc5dd94b540b046c8791b632a9ee360b97fb89eed392d0daad6401eb0076,52,3.42,-0.76
6966c0db4ab5f2b0aad0cfb7682c675e45e41b6d1f38413d16b1e3c85855a4f4,52,4.54,0.36
b198dd7f79dbd556cfd4babb7f94443d6927d4cf11e47abd1cd7d9d07aeda85e,52,4.42,0.24
668051913df1578ec1aa93a4bf4df544bc6840ce9c327e064c09208ed1cdec56,52,4.08,-0.1
3455b75efe656aa9edf61fa96a90d03458dcc3b14157cebef8ff3eb817231652,52,4.29,0.11
cf62b11f094a8fba233793af2a165ec047d2f54f64cdf13a00f440cbecdaaa66,52,3.25,-0.93
ff914a643f730ff05652be0d2f63fed39b8a598607ba2211b8d7972d78cf402b,52,3.12,-1.06
c32bf3439fcceb00911ab3d6ca3ce42451ea1b293d5d3e225443ce6f4ed9b63f,52,4.46,0.28
907d878e5b0e2edb94fc02e13f80863aa259f5eb74a06140fe9307b406360093,52,4.92,0.74
e65d87e0ad2209668abbe1ae41088b01daf0a089a0e00a3c1b2923bc21cdd2d9,51,3.69,-0.49
b11c7969199a53f555e4fc70a5d926bf55e0cb23a02da7f88084796def07f6a8,51,4.45,0.27
590c4bbadbc32e47553bd38b2147cd7e89eef536830ad8292171358432092602,51,4.14,-0.04
b6922d82efa897e1b4a85591b67a507c749a1669b75c55a76db8c5f5efc24140,51,3.47,-0.71
71a004fa9c0d7cc4ca9a794063fdebdca98fe92e32bfa9829905bbf2a5a35366,51,4.55,0.37
1839e23961d4d5a99aa9a0f3b398f0813ce267144055576e8fa4a4074693bb85,51,4.02,-0.16
6a3fe9cbc4d360cd089657ad1d28f3d527b9690546cb497408c3ab23f54ab30b,51,5,0.82
c79119d403d9eb9f8de71ff732c14a4e97e2d051811f939fdbf05f205ad33b65,51,3.49,-0.69
72f3b98086e861ae32cd22d992d391fcc4d2af59343b52b55836854d7a7a2377,51,3.8,-0.38
8a1b137ec2fb9269be0c0ac9b76c429be96e729b7abab4818a9b07de9932b73a,51,3.96,-0.22
a96c31784a66a1f7dc2078c042d81d7ad4449f5f055add750099d545c2b16c46,51,3.78,-0.4
52a3a0b25df69d518f80579eeab40d7d6a71c4187393ade39e762cd5ae4e522b,51,3.18,-1
40539afbfb2dcdecad09dba31db55d76cc28b381ab378437ab3693f7edab2193,51,4.78,0.6
ea75be899b90ed96f1341716c50d65d8f508652bf7adbb9758f59b4f75fecff0,50,4.26,0.08
270c38eeafaf7102a2cb4ec82a7b04f1b92d3d9e422ee80a86f06081ff8a4512,50,4.14,-0.04
